NOME_PRODUTO,DESCRIÇÃO
sulfato de atropina,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
sulfato de hidroxicloroquina,ANTIMALARICOS
sulfato de hidroxicloroquina,ANTIMALÁRICOS
sulfato de neomicina +  bacitracina zíncica,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
sulfato de neomicina + bacitracina zíncica,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
sulfato de polimixina B,ANTIBACTERIANOS PARA USO SISTÊMICO
tartarato de brimonidina + maleato de timolol,ANTIGLAUCOMATOSOS
tartarato de brimonidina+maleato de timolol,ANTIGLAUCOMATOSOS
telmisartana,ANTIDEPRESSIVOS
telmisartana + hidroclorotiazida,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
telmisartana+hidroclorotiazida,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
tenobio,ANTINFLAMATORIOS
terconan,ANTIMICOTICOS PARA USO TOPICO
teste vencimento,ABACAVIR
testosterona,HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS
teuvart,ANTI-HIPERTENSIVOS SIMPLES
ticagrelor,ANTIAGREGANTE PLAQUETARIO
tinidazol + nitrato de miconazol,ANTIMICOTICOS PARA USO TOPICO
tiocolchicosídeo,AGENTES RELAXANTES MUSCULARES DE AÇÃO CENTRAL
tobramicina + dexametasona,GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
topiramato (port.344/98 - lista C1),ANTICONVULSIVANTES
tretinoína,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
tusson,EXPECTORANTES BALSAMICOS E MUCOLITICO
"vacina adsorvida contra difteria, tétano, coqueluche acelular e polio",VACINAS
"vacina adsorvida difteria, tétano e pertussis",VACINAS
"vacina adsorvida difteria, tétano, pertussis e Hemophilus influenza b",VACINAS
vacina conjugada meningocócica do grupo C ( CRM 197 ),VACINAS
vacina contra varicela,VACINAS
vacina febre amarela (atenuada),VACINAS
vacina meningocócica ACWY (conjugada),VACINAS
vacina meningocócica BC,VACINAS
"vacina poliomielite 1, 2 e 3 inativada",VACINAS
vacina raiva(inativada),VACINAS
vacina varicela (atenuada),VACINAS
vagiderm,ANTIBIOTICOS SISTEMICOS SIMPLES
valerato de betametasona + sulfato de gentamicina + clioquinol + toln,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
valerato de estradiol,ESTROGENOS SIMPLES
valsartana + anlodipino,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
varfarina sódica,ANTICOAGULANTES
verazo,ANTINEOPLASICOS CITOTOXICOS
vildagliptina,ANTIDIABETICOS
vildagliptina + cloridrato de metformina,ANTIDIABETICOS
viscotears,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
voriconazol,ANTIFÚNGICOS PARA USO SISTÊMICO + ANTIFÚNGICOS PARA USO SISTÊMICO
voriconazol,ANTI-FUNGICOS
zinetrin,ANTI-HISTAMINICOS SISTEMICOS
zopiclona (Port.344/98 L.B1),HIPNOTICOS
ÁCIDO ACETIL SALICÍLICO + ÁCIDO ACÉTICO + ÁCIDO LÁTICO,CERATOLITICOS E CERATOPLASTICOS
ÁCIDO ACETILSALICÍLICO,ANALGESICOS NAO NARCOTICOS
ÁCIDO ACETILSALICÍLICO + ÁCIDO ASCÓRBICO,ANALGESICOS NAO NARCOTICOS
ÁCIDO ASCÓRBICO,MONOVITAMINAS EXCETO VITAMINA K
ÁCIDO ASCÓRBICO 500 MG PLUS,MONOVITAMINAS EXCETO VITAMINA K
ÁCIDO ASCÓRBICO HYPOFARMA,MONOVITAMINAS EXCETO VITAMINA K
ÁCIDO BENZÓICO + ÁCIDO SALICÍLICO + IODO,ANTIMICOTICOS PARA USO TOPICO
ÁCIDO FUSÍDICO,ANTINFECCIOSOS TOPICOS
ÁCIDO FUSÍDICO+VALERATO DE BETAMETASONA,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
ÁCIDO FÓLICO,ANTIANEMICOS
ÁCIDO GAMA AMINOBUTÍRICO + RESERPINA,NEUROPSICOESTIMULANTES
ÁCIDO MEDRÔNICO,PRODUTOS PARA DIAGNOSTICO POR IMAGEM
ÁCIDO MEFENÂMICO,ANTINFLAMATORIOS ANTIREUMATICOS
ÁCIDO MEFENÂMICO,ANTINFLAMATORIOS
ÁCIDO POLIACRÍLICO,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
ÁCIDO SALICÍLICO + ASSOCIAÇÕES,ANTIMICOTICOS PARA USO TOPICO
ÁCIDO SALICÍLICO + ÁCIDO LÁTICO,CERATOLITICOS E CERATOPLASTICOS
ÁCIDO SUCCÍNICO + FUMARATO FERROSO,ANTIANEMICOS
ÁCIDO TIÓTICO,MODULADORES DO METABOLISMO E DA DIGESTAO
ÁCIDO TRANEXÂMICO,ANTIFIBRINOLITICOS
ÁCIDO URSODESOXICÓLICO,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES"
ÁGAPE,PROGESTAGENOS SIMPLES
ÁGUA BORICADA,ANTISSEPTICO
ÁGUA DE MELISSA,ANTIESPASMODICOS + FITOTERAPICO SIMPLES
ÁGUA ESTÉRIL BAXTER,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA INGLESA GRANADO,PRODUTOS NATURAIS ASSOCIADOS
ÁGUA OXIGENADA 10 VOL,ANTISSEPTICO
ÁGUA PARA INJETAVÉIS,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJETÁVEIS,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJETÁVEIS BASA,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO,SUBSTANCIA SEM CLASSIFICACAO TERAPEUTICA
ÁGUA PARA INJEÇÃO ASTER,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO B. BRAUN,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO DILUENTE,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO HYPOFARMA,DILUENTES E VEICULOS DE MEDICAMENTOS
ÁGUA PARA INJEÇÃO TEXON,PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS
ÁGUA PARA IRRIGAÇÃO,PRODUTOS PARA PROCEDIMENTOS ESPECIALIZADOS
ÁGUA RABELO,FITOTERAPICO COMPOSTO
ÁPICE,ANTICONVULSIVANTES
ÁRIA,ANTIASMATICOS
ÁRTICO,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
Água Bacteriostática,DILUENTES E VEICULOS DE MEDICAMENTOS
Ártico Caps,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
ÉGIDE,ANTICONVULSIVANTES
ÉSIO,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
ÉSIO,ANTIULCEROSOS
ÍTEC,ANTINEOPLASICO
ÓLEO DE ALHO,FITOTERAPICO SIMPLES
ÓLEO DE ALHO SIMÕES,PRODUTOS NATURAIS SIMPLES
ÓLEO DE AMENDOAS AMARGAS,EMOLIENTES E PROTETORES DA PELE E MUCOSAS
ÓLEO DE FÍGADO BACALHAU+ÓXIDO DE ZINCO+CLORETODE BENZALCÔNIO,EMOLIENTES E PROTETORES DA PELE E MUCOSAS
ÓPERA,ANTICONVULSIVANTES
ÓXIDO DE ZINCO,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
ÓXIDO DE ZINCO + NISTATINA,EMOLIENTES E PROTETORES DA PELE E MUCOSAS
ácido  mefenâmico,ANTINFLAMATORIOS
ácido fusídico + valerato de betametasona,ANTIMICOTICOS PARA USO TOPICO
"ácido valpróico (PORT. 344/98, L - C1)",ANTICONVULSIVANTES
ácido zoledrônico,ANTINEOPLASICO + SUPRESSORES DA REABSORCAO OSSEA
ácido zoledrônico,ANTINEOPLASICO
ácido zoledrônico,SUPRESSORES DA REABSORCAO OSSEA
ácido zoledrônico,"BIFOSFONATOS , ASSOCIAÇÕES"
ácido zoledrônico monoidratado,SUPRESSORES DA REABSORCAO OSSEA
ACTFIO,ANTIALOPECIA
BANXA,ANTITROMBOTICO
CLARISCAN,CONTRASTES RADIOLOGICOS
COLEDUE R,ANTILIPEMICOS
EMBO,AGENTES ANTITROMBÓTICOS
NOXX,ANTITROMBOTICO
ROZUNI,ANTILIPEMICOS
SLIPDEX,HIPNOTICOS
TERGLY,OUTROS PRODUTOS ANTI-HEMORRAGICOS
CRONOBE COMPLEX,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
"VACINA SARAMPO, RUBÉOLA (ATENUADA)",VACINAS
ADVIPRO,ANTINFLAMATORIOS
CORISTINA D SOLUÇÃO,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
CRONOBE COMPLEX  IM,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
DENPRYX,ANTIVIROTICOS
FIGMED,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES + FITOTERAPICO SIMPLES"
LUFTALAX,FITOTERAPICO SIMPLES + LAXANTES
MILDÊ,VITAMINA D E ANÁLOGOS
RALXFEM,SUPRESSORES DA REABSORCAO OSSEA
ROSUNEO,ANTILIPEMICOS
XAKILIS,AGENTES ANTITROMBÓTICOS
SCAFLOGIN GOTAS,ANTINFLAMATORIOS
ELOVIE,AGENTES ANTINEOPLÁSICOS
DEFRIK,HIPNOTICOS
Efluelda,VACINAS
JARDIANCE DUO,ANTIDIABETICOS
LOLITA,ANTICONCEPCIONAIS
RESFEGRIPE,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
RESFEGRIPE,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
RUNNER,ANTILIPEMICOS
SUAVICID ONE,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
TALZENNA,ANTINEOPLASICO
VOEXTOR,ANTIDEPRESSIVOS
loratadina,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO
BENALQ,ANTINEOPLASICOS CITOTOXICOS
BILARGOS,ANTI-HISTAMINICOS SISTEMICOS
BIOVARIXON,ANTIVARICOSOS DE ACAO SISTEMICA
DNAREN,ANTINFLAMATORIOS ANTIREUMATICOS
FEMS,ANTIMICOTICOS PARA USO TOPICO
GEFIB,ANTINEOPLASICO
HADLIMA,ANTINFLAMATORIOS ANTIREUMATICOS
INSTAURA,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
ONDAVON,ANTIEMETICOS E ANTINAUSEANTES
PADCEV,AGENTES ANTINEOPLÁSICOS
PETAMIG,OUTRAS PREPARAÇÕES ANTIENXAQUECA
PULGE,ANTINEOPLASICO
SONIC,ANTIDEPRESSIVOS
TAXONTAS,AGENTES ANTINEOPLÁSICOS
TELD HCT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
VISIOPRED,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES
ZOAF,HIPNOTICOS
lamivudina + dolutegravir sódico,ANTIRETROVIRAL
PREVPULBANA,AGENTES ANTITROMBÓTICOS
ROCAB,ANTINEOPLASICO
tartarato de metoprolol,AGENTES BETABLOQUEADORES
DIZDY,ANTI-HISTAMINICOS SISTEMICOS
LEUX,OUTROS ANTINEOPLASICOS
INOSERT,ANTIDEPRESSIVOS
ACECORTHYL,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
Blugrip Pelargonium,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
ENOPPROZ,ANTIULCEROSOS
LISADOR CÓLICA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
SONOZZZ,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
SUJMA,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
ácido clavulânico + amoxicilina,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
BENEGRIP MULTI FEBRE E DOR,ANALGESICOS NAO NARCOTICOS
BUSCOPAN PEDIÁTRICO,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
OXCENE,ANTIASMATICOS
AKYNZEO IV,ANTIEMETICOS E ANTINAUSEANTES
APIXNEO,ANTICOAGULANTES
NALBLI,ANALGESICOS NARCOTICOS
DORSPAN COMPOSTO,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
GÁZIA,ANTIACIDOS E ANTIULCEROSOS
HYALI,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
IBUPROTRAT CM,ANALGESICOS NAO NARCOTICOS
LAKOS,ANTICONVULSIVANTES
PRIVYMTRA,ANTIVIROTICOS
ZAPLAM,ANTICONVULSIVANTES
ZEVTERA,ANTIINFECCIOSOS PARA USO SISTÊMICO
lenalidomida,OUTROS AGENTES IMUNOSSUPRESSORES
BRYST,ANTINEOPLASICO
COLIHELP,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
DODOY,ANALGESICOS
SYMDULOR,ANTINFLAMATORIOS
ALMINDA,ANTIAGREGANTE PLAQUETARIO
NUVYOR,OUTROS AGENTES IMUNOSSUPRESSORES
RALZIN,ANTIDEPRESSIVOS
TARBET,AGENTES BETABLOQUEADORES
TRIVIFEME,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
CALRECIA,PRODUTOS PARA HEMODIALISE
INLUPE,ANTINFLAMATORIOS ANTIREUMATICOS
KYNTHEUM,IMUNOMODULADOR
OLMECOR TRIPLO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
XAB,ANTITROMBOTICO
cloridrato de ondansetrona dihidratado,ANTIEMETICOS E ANTINAUSEANTES
ELOME,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES
JULUCA,ANTIRETROVIRAL
ORFADIN,OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO
TEZSPIRE,
ALGY GOTAS,ANALGESICOS NAO NARCOTICOS
GLAMETIX,IMUNOMODULADOR
cloridrato de donepezila,ANTICOLINESTERASES
fenilbutazona cálcica,ANTINFLAMATORIOS ANTIREUMATICOS
BDEXBRAUN,HIPNOTICOS
NACFLU,EXPECTORANTES BALSAMICOS E MUCOLITICO
POMALYST,AGENTE IMUNOSUPRESSOR
CYFENOL CAF,ANALGESICOS NAO NARCOTICOS
KOKSARA,ANTINEOPLASICOS CITOTOXICOS
PAXIB,ANTITROMBOTICO
PEPSAMAR PLUS,ANTIACIDO
PRALÍVIO,ANALGESICOS NAO NARCOTICOS
RISPXAN,NEUROLEPTICOS
XAROPE BENETOSSE,EXPECTORANTES SIMPLES
BIPOLIT,ANTIDEPRESSIVOS
FIDEGERP,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
FLANDY,ANTINFLAMATORIOS
LAZUC,ANTIPSICOTICOS
OKSANA,ANTINEOPLASICO
RIVOXX,AGENTES ANTITROMBÓTICOS
RPHPYRO,AGENTES DIAGNOSTICOS NAO RADIOATIVOS
RUNNER EZE,ANTILIPEMICOS
VALERIL,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
VARIZAN CASTANHA DA ÍNDIA,ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
BUPROLIVIUM,ANALGESICOS NAO NARCOTICOS
LAXBEN,LAXANTES IRRITANTES OU ESTIMULANTES
docetaxel,ANTINEOPLASICOS CITOTOXICOS
DOISK 180,MEDICAMENTOS AFETANDO A ESTRUTURA ÓSSEA E MINERALIZAÇÃO
MIRADOR CÓLICA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
SILIMALON LIV,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES"
cloridrato de erlotinibe,ANTINEOPLASICO
ABRIC,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
COGUM,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
DORENXAQ,ANALGESICOS
PRAALERGIA,ANTI-HISTAMINICOS SISTEMICOS
PRALÍVIO MULHER,ANALGESICOS NAO NARCOTICOS
QUEVATRYL,ANTIEMETICOS E ANTINAUSEANTES
TRIGLID,ANTILIPEMICOS
ARDRO,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
DURAV,INIBIDOR DA ALFA-REDUTASE
FOQ XR,PSICOANALETICOS
HARPAGON,ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES
LENZETTO,HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS
MULTIPIRAL,ANALGESICOS NAO NARCOTICOS
Saphnelo,IMUNODEPRESSOR
ZEVUXA,ANTINEOPLASICO
eszopiclona,HIPNOTICOS
fumarato de formoterol di-hidratado + propionato de fluticasona,ANTIASMATICOS
ADEZI,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
ECHINACEA VITALAB,FITOTERAPICO SIMPLES + IMUNOMODULADOR + OUTROS PRODUTOS COM ACAO NO TRATO URINARIO + PRODUTO PARA O A
TALAG,VASODILATADORES
CARVYKTI®,OUTROS ANTINEOPLASICOS
HULIO,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA,ANTIMICOTICOS PARA USO TOPICO
DRIVOM B6,ANTIEMETICOS E ANTINAUSEANTES
XENPOZYME,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
bussulfano,ANTINEOPLASICOS CITOTOXICOS
CEFTAZIDIMA PENTAIDRATADA + AVIBACTAM SODICO,ANTIBACTERIANOS PARA USO SISTÊMICO
ORAICE,SOLUÇÕES SALINAS
Fluad Tetra,VACINAS
BORTECIP,ANTINEOPLASICO
COGNEN,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
GABA ER,ANTICONVULSIVANTES
GLEMPA,ANTIDIABETICOS
HYSTALOR,ANTI-HISTAMINICOS SISTEMICOS
KEDAXYL,ANTIALOPECIA
PERLUMES,ANTICONCEPCIONAIS
TEPEV  FF,ANTIANEMICOS
ATIVB,MONOVITAMINAS EXCETO VITAMINA K
FLEXSPORT,ANTINFLAMATORIOS
NUIT LONG XR,HIPNOTICOS
RESSALIVDOR,ANALGESICOS NAO NARCOTICOS
RYAMBIC,ANTIBACTERIANOS PARA USO SISTÊMICO
TEARFILM,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
mesilato de doxazosina + finasterida,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
rivaroxabana,ANTICOAGULANTES
Cetoconazol-Micronizado,ANTIMICOTICOS PARA USO TOPICO
LUR GOTAS,ANTI-HISTAMINICOS SISTEMICOS
Trodelvy,ANTICORPOS MONOCLONAIS + ANTINEOPLASICOS CITOTOXICOS
dasatinibe monoidratado,ANTINEOPLASICO
hidroxiureia,OUTROS ANTINEOPLASICOS
mesilato de imatinibe,AGENTES ANTINEOPLÁSICOS
butilbrometo de escopolamina + dipirona monoidratada,ANTIESPASMODICOS
ABMETHA,OUTROS ANTINEOPLASICOS
BOSULIF,ANTINEOPLASICO
ESPUROCT,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
GENRYZON,HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO
LUFTAGASTROPRO BABY,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
RESPITRAT,ANTI-HISTAMINICOS SISTEMICOS
SPIDUFEN LIMÃO COLA,ANALGESICOS NAO NARCOTICOS
empagliflozina,ANTIDIABETICOS
ABEVMY,ANTINEOPLASICO
IMBRUVICA,ANTINEOPLASICO
MECLIN JET,ANTIEMETICOS E ANTINAUSEANTES
YESCARTA,
DEYSE,ANTICONCEPCIONAIS
BEDOZE,MONOVITAMINAS EXCETO VITAMINA K
DONEX,ANTIDEPRESSIVOS
PRALÍVIO,ANTINFLAMATORIOS
VERASEAL,HEMOSTÁTICOS LOCAIS
VITALIA,ANTIVERTIGINOSOS
VITALIA XR,VASODILATADORES
KINOF,ANTIBIOTICOS SISTEMICOS SIMPLES
LÁBREA DUO,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
VYNKELLA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
malato de sunitinibe,AGENTES ANTINEOPLÁSICOS
PRUMO,VASODILATADORES
XELJANZ XR,IMUNOSSUPRESSORES
mirabegrona,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
HYPOZAM,HIPNOTICOS
DISPETIC,ANTIACIDOS E ANTIULCEROSOS SIMPLES
IVECTE,ANTIPARASITARIOS
TAXBAC,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
everolimo,AGENTE IMUNOSUPRESSOR
imatinibe,ANTINEOPLASICO
paracetamol + fosfato de codeína,ANALGESICOS NAO NARCOTICOS
FEMINIQUE CONTI,ANTICONCEPCIONAIS
AMVUTTRA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
EGROTIB®,AGENTES ANTINEOPLÁSICOS
LYNDAVELUNO,ANTICONCEPCIONAIS
MOVYDIA,ANTINFLAMATORIOS
PAX,ANTINFLAMATORIOS
VASTONIC,ANTIVARICOSOS DE ACAO SISTEMICA
dicloridrato de daclatasvir,ANTIVIROTICOS
dipirona,ANALGÉSICOS
DROTREC,SUPRESSORES DA REABSORCAO OSSEA
ZEEL-ARTRO,ANTINFLAMATORIOS ANTIREUMATICOS
ABRYFLUI,EXPECTORANTES + FITOTERAPICO SIMPLES
Cetofenid,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS
MICPURE,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
SUZOPA,AGENTES ANTINEOPLÁSICOS
TOTTI SL,ANTINFLAMATORIOS
Uplizna,IMUNODEPRESSOR
VENOXIDE,
ZINA ODT,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO + DERIVADOS DA PIPERAZINA
NAUTEX ODG,ANTAGONISTAS DA SEROTONINA (5-HT3) + ANTIEMÉTICOS E ANTINAUSEANTES
DATRYL,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
KIGEFO,
ZALLUZ,CITOSTATICOS ALQUILANTES
ZASTAT,GLICOCORTICOIDES SISTEMICOS
diazepam,
fenobarbital,
GLINK MET,ANTIDIABETICOS
ALYVIAZES,ANALGESICOS NAO NARCOTICOS
BUXILFAM,ANTINEOPLASICOS CITOTOXICOS
CAMZYOS,
CERMAZ,ANTINEOPLASICO
EPITHELIZE,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MELOCOX ODT,AGENTES ANTI-INFLAMATÓRIOS
ONCILEG CORT,ANTIMICOTICOS PARA USO TOPICO
PYPE,PENICILINAS PENICILINASE-RESISTENTES
TOLZA IV,ANTIACIDOS E ANTIULCEROSOS SIMPLES
Wegovy,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO
MECOBE,MONOVITAMINAS EXCETO VITAMINA K
RECONTER ODT,ANTIDEPRESSIVOS
TEROCOXI,ANTINFLAMATORIOS ANTIREUMATICOS
pirfenidona,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
EMPAFLO,ANTIDIABETICOS
FEMCALMY,ANSIOLITICOS SIMPLES
HEMACIN,ANTICOAGULANTES
PREMEXEDE,AGENTES ANTINEOPLÁSICOS
SENGECIL,ANTIBIOTICOS SISTEMICOS SIMPLES
XAROPE CIMETOSSE,EXPECTORANTES
Xô! Pós Picada,ANTIALERGICOS
FIRIALTA,AGENTES POUPADORES DE POTÁSSIO + ANTAGONISTAS DA ALDOSTERONA
AIR SALONPAS,AGENTES ANTI-INFLAMATÓRIOS E ANTI-INFECCIOSOS EM ASSOCIAÇÃO
ATECTURA,ADRENÉRGICOS E OUTROS AGENTES PARA DOENÇA OBSTRUTIVA DAS VIAS AÉREAS
ENEK,ANTIEMETICOS E ANTINAUSEANTES
POLY B,ANTIBIOTICOS SISTEMICOS SIMPLES
SALONPAS GEL PATCH,AGENTES ANTIINFLAMATÓRIOS/ANTIREUMÁTICOS EM ASSOCIAÇÃO
Salonpas Gel,AGENTES ANTIINFLAMATÓRIOS/ANTIREUMÁTICOS EM ASSOCIAÇÃO
ZIEXTENZO,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
dipirona monoidratada,ANALGESICOS
maleato de bronfeniramina + cloridrato de fenilefrina,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
BIO-MANGUINHOS ADALIMUMABE,IMUNOMODULADOR
DIGLIXX,ANTIDIABETICOS
DORFLEX DIP,ANALGESICOS NAO NARCOTICOS
IBUGLOBO,ANTINFLAMATORIOS ANTIREUMATICOS
LEFOR,ANTI-HIPERTENSIVOS SIMPLES
ONDANMED,ANTIEMETICOS E ANTINAUSEANTES
SEMGLEE,ANTIDIABETICOS
BEZIANY,ANTICONCEPCIONAIS
ONO,ANTAGONISTAS DA SEROTONINA (5-HT3)
PIXTEN,ANTITROMBOTICO
MIOGESIC LIS,ANALGESICOS
PIELORIL,ANTIBIOTICOS SISTEMICOS SIMPLES
RYVYRY,ANTITROMBOTICO
DESTOSEPAN,FITOTERAPICO SIMPLES
FUCIDIN,ANTIBIÓTICOS PARA USO TÓPICO
TANZURYS,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
ZIMIEX DUO,"AGENTES MODIFICADORES DE LIPÍDEOS, ASSOCIAÇÕES + ANTILIPEMICOS"
losartana potássica + hidroclorotiazida,AGENTES BETABLOQUEADORES E OUTROS ANTI-HIPERTENSIVOS
DALIZONELID,ANTIBIOTICOS SISTEMICOS SIMPLES
KOADINE,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
QDENGA,VACINAS
RELYON,ANALGESICOS NARCOTICOS
RIDUZI,ANTILIPEMICOS
SOLLY,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
TODUZE,ANTICONVULSIVANTES
CUMIAH,ANTINFLAMATORIOS ANTIREUMATICOS
ZELAZAFER,NUTRIENTES PARENTERAIS
BENICAR OD,"ANTAGONISTAS DA ANGIOTENSINA II, MONODROGA + ANTI-HIPERTENSIVOS"
CALQUENCE COMPRIMIDOS,
COLEDUE SINV,ANTILIPEMICOS
CORISTINA D CONGEST,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
ENLUTOZA,ANTINEOPLASICO
FEMCOLYC,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS
FEXXOLYV,ANTI-HISTAMINICOS SISTEMICOS
LYBERDIA,PSICOANALETICOS
RADICAVA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
DIZDY,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO
ALOIS DUO PACK,ANTICOLINESTERASES + OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
ALVOFEXIR,ANTICONVULSIVANTES
BRIXAG,ANTIGLAUCOMATOSOS
COMBFIX,ANALGESICOS NARCOTICOS
